car_ID,symboling,wheelbase,carlength,carwidth,carheight,curbweight,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,hp_per_litre,weight_per_hp,mpg_combined,engine_per_weight,car_volume,wheelbase_ratio,log_price,is_luxury,is_powerful,is_fuel_efficient,fueltype_gas,aspiration_turbo,doornumber_two,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,drivewheel_fwd,drivewheel_rwd,enginelocation_rear,enginetype_dohcv,enginetype_l,enginetype_ohc,enginetype_ohcf,enginetype_ohcv,enginetype_rotor,cylindernumber_five,cylindernumber_four,cylindernumber_six,cylindernumber_three,cylindernumber_twelve,cylindernumber_two,fuelsystem_2bbl,fuelsystem_4bbl,fuelsystem_idi,fuelsystem_mfi,fuelsystem_mpfi,fuelsystem_spdi,fuelsystem_spfi
79,2,93.7,157.3,64.4,50.8,2004,92,2.97,3.23,9.4,68,5500,31,38,6669.0,0.7311827956989247,29.043478260869566,34.5,0.04588528678304239,514610.096,0.5956770502225047,8.80537513890967,0,0,1,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
80,1,93.0,157.3,63.8,50.8,2145,98,3.03,3.39,7.6,102,5500,24,30,7689.0,1.0303030303030303,20.825242718446603,27.0,0.045666356011183594,509815.59199999995,0.5912269548633184,8.94767606249969,0,0,0,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
81,3,96.3,173.0,65.4,49.4,2370,110,3.17,3.46,7.5,116,5500,23,30,9959.0,1.045045045045045,20.256410256410255,26.5,0.046393926613243354,558921.48,0.5566473988439307,9.206332350578643,0,0,0,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
82,3,96.3,173.0,65.4,49.4,2328,122,3.35,3.46,8.5,88,5000,25,32,8499.0,0.7154471544715447,26.15730337078652,28.5,0.05238299699441821,558921.48,0.5566473988439307,9.047821442478408,0,0,0,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
83,3,95.9,173.2,66.3,50.2,2833,156,3.58,3.86,7.0,145,5000,19,24,12629.0,0.9235668789808917,19.404109589041095,21.5,0.05504587155963303,576454.632,0.5536951501154735,9.443830215344537,0,1,0,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
84,3,95.9,173.2,66.3,50.2,2921,156,3.59,3.86,7.0,145,5000,19,24,14869.0,0.9235668789808917,20.006849315068493,21.5,0.053388090349075976,576454.632,0.5536951501154735,9.6071010394542,0,1,0,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
85,3,95.9,173.2,66.3,50.2,2926,156,3.59,3.86,7.0,145,5000,19,24,14489.0,0.9235668789808917,20.041095890410958,21.5,0.05329689101469081,576454.632,0.5536951501154735,9.581214035314728,0,1,0,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
86,1,96.3,172.4,65.4,51.6,2365,122,3.35,3.46,8.5,88,5000,25,32,6989.0,0.7154471544715447,26.573033707865168,28.5,0.05156382079459002,581787.9360000001,0.558584686774942,8.852235835227855,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
87,1,96.3,172.4,65.4,51.6,2405,122,3.35,3.46,8.5,88,5000,25,32,8189.0,0.7154471544715447,27.02247191011236,28.5,0.05070656691604322,581787.9360000001,0.558584686774942,9.010669176847115,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
88,1,96.3,172.4,65.4,51.6,2403,110,3.17,3.46,7.5,116,5500,23,30,9279.0,1.045045045045045,20.53846153846154,26.5,0.045757071547420966,581787.9360000001,0.558584686774942,9.135616825780247,0,0,0,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
89,-1,96.3,172.4,65.4,51.6,2403,110,3.17,3.46,7.5,116,5500,23,30,9279.0,1.045045045045045,20.53846153846154,26.5,0.045757071547420966,581787.9360000001,0.558584686774942,9.135616825780247,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
90,1,94.5,165.3,63.8,54.5,1889,97,3.15,3.29,9.4,69,5200,31,37,5499.0,0.7040816326530612,26.985714285714284,34.0,0.051322751322751325,574764.63,0.5716878402903811,8.612503371220562,0,0,1,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
91,1,94.5,165.3,63.8,54.5,2017,103,2.99,3.47,21.9,55,4800,45,50,7099.0,0.5288461538461539,36.017857142857146,47.5,0.051040634291377604,574764.63,0.5716878402903811,8.867850063029406,0,0,1,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
92,1,94.5,165.3,63.8,54.5,1918,97,3.15,3.29,9.4,69,5200,31,37,6649.0,0.7040816326530612,27.4,34.0,0.05054715997915581,574764.63,0.5716878402903811,8.8023721336499,0,0,1,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
93,1,94.5,165.3,63.8,54.5,1938,97,3.15,3.29,9.4,69,5200,31,37,6849.0,0.7040816326530612,27.685714285714287,34.0,0.05002578648788035,574764.63,0.5716878402903811,8.83200393125627,0,0,1,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
94,1,94.5,170.2,63.8,53.5,2024,97,3.15,3.29,9.4,69,5200,31,37,7349.0,0.7040816326530612,28.914285714285715,34.0,0.047901234567901234,580943.6599999999,0.555229142185664,8.902455592206882,0,0,1,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
95,1,94.5,165.3,63.8,54.5,1951,97,3.15,3.29,9.4,69,5200,31,37,7299.0,0.7040816326530612,27.87142857142857,34.0,0.04969262295081967,574764.63,0.5716878402903811,8.895629627136483,0,0,1,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
96,1,94.5,165.6,63.8,53.3,2028,97,3.15,3.29,9.4,69,5200,31,37,7799.0,0.7040816326530612,28.97142857142857,34.0,0.04780680137999014,563129.4239999999,0.5706521739130435,8.961879012677683,0,0,1,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
97,1,94.5,165.3,63.8,54.5,1971,97,3.15,3.29,9.4,69,5200,31,37,7499.0,0.7040816326530612,28.15714285714286,34.0,0.049188640973630834,574764.63,0.5716878402903811,8.922658299524402,0,0,1,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
98,1,94.5,170.2,63.8,53.5,2037,97,3.15,3.29,9.4,69,5200,31,37,7999.0,0.7040816326530612,29.1,34.0,0.04759568204121688,580943.6599999999,0.555229142185664,8.987196820661973,0,0,1,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
99,2,95.1,162.4,63.8,53.3,2008,97,3.15,3.29,9.4,69,5200,31,37,8249.0,0.7040816326530612,28.685714285714287,34.0,0.04828272772523644,552247.696,0.585591133004926,9.017968479328726,0,0,1,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
100,0,97.2,173.4,65.2,54.7,2324,120,3.33,3.47,8.5,97,5200,27,34,8949.0,0.8016528925619835,23.714285714285715,30.5,0.05161290322580645,618420.696,0.5605536332179931,9.099408811268901,0,0,0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
101,0,97.2,173.4,65.2,54.7,2302,120,3.33,3.47,8.5,97,5200,27,34,9549.0,0.8016528925619835,23.489795918367346,30.5,0.052105948762483714,618420.696,0.5605536332179931,9.164296433474776,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
102,0,100.4,181.7,66.5,55.1,3095,181,3.43,3.27,9.0,152,5200,17,22,13499.0,0.8351648351648352,20.22875816993464,19.5,0.058462532299741604,665776.0549999999,0.5525591634562467,9.51044496442652,0,1,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
103,0,100.4,184.6,66.5,56.1,3296,181,3.43,3.27,9.0,152,5200,17,22,14399.0,0.8351648351648352,21.54248366013072,19.5,0.05489839247801031,688677.99,0.5438786565547129,9.574983485564092,0,1,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
104,0,100.4,184.6,66.5,55.1,3060,181,3.43,3.27,9.0,152,5200,19,25,13499.0,0.8351648351648352,20.0,22.0,0.059131002940215616,676402.09,0.5438786565547129,9.51044496442652,0,1,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
105,3,91.3,170.7,67.9,49.7,3071,181,3.43,3.27,9.0,160,5200,19,25,17199.0,0.8791208791208791,19.074534161490682,22.0,0.058919270833333336,576049.341,0.5348564733450498,9.752664662801545,0,1,0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
106,3,91.3,170.7,67.9,49.7,3139,181,3.43,3.27,7.8,200,5200,17,23,19699.0,1.098901098901099,15.616915422885572,20.0,0.05764331210191083,576049.341,0.5348564733450498,9.88837391472608,0,1,0,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
107,1,99.2,178.5,67.9,49.7,3139,181,3.43,3.27,9.0,160,5200,19,25,18399.0,0.8791208791208791,19.496894409937887,22.0,0.05764331210191083,602371.4550000001,0.5557422969187675,9.820105943597078,0,1,0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
108,0,107.9,186.7,68.4,56.7,3020,120,3.46,3.19,8.4,97,5000,19,24,11900.0,0.8016528925619835,30.816326530612244,21.5,0.039721946375372394,724074.876,0.5779325120514195,9.38437770918244,0,0,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
109,0,107.9,186.7,68.4,56.7,3197,152,3.7,3.52,21.0,95,4150,28,33,13200.0,0.6209150326797386,33.302083333333336,30.5,0.047529706066291436,724074.876,0.5779325120514195,9.488047863280759,0,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
110,0,114.2,198.9,68.4,58.7,3230,120,3.46,3.19,8.4,97,5000,19,24,12440.0,0.8016528925619835,32.95918367346939,21.5,0.03714020427112349,798599.4120000001,0.5741578682755153,9.42875274891449,0,0,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
111,0,114.2,198.9,68.4,58.7,3430,152,3.7,3.52,21.0,95,4150,25,25,13860.0,0.6209150326797386,35.729166666666664,25.0,0.04430195278344506,798599.4120000001,0.5741578682755153,9.536834420213353,0,0,0,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
112,0,107.9,186.7,68.4,56.7,3075,120,3.46,2.19,8.4,95,5000,19,24,15580.0,0.7851239669421488,32.03125,21.5,0.03901170351105332,724074.876,0.5779325120514195,9.653807502217354,0,0,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
113,0,107.9,186.7,68.4,56.7,3252,152,3.7,3.52,21.0,95,4150,28,33,16900.0,0.6209150326797386,33.875,30.5,0.0467260989855518,724074.876,0.5779325120514195,9.735128070758227,0,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
114,0,114.2,198.9,68.4,56.7,3285,120,3.46,2.19,8.4,95,5000,19,24,16695.0,0.7851239669421488,34.21875,21.5,0.036518563603164945,771389.8920000001,0.5741578682755153,9.722924448757036,0,0,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
115,0,114.2,198.9,68.4,58.7,3485,152,3.7,3.52,21.0,95,4150,25,25,17075.0,0.6209150326797386,36.302083333333336,25.0,0.04360298336201951,798599.4120000001,0.5741578682755153,9.745429247877853,0,0,0,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
116,0,107.9,186.7,68.4,56.7,3075,120,3.46,3.19,8.4,97,5000,19,24,16630.0,0.8016528925619835,31.377551020408163,21.5,0.03901170351105332,724074.876,0.5779325120514195,9.71902370267014,0,0,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
117,0,107.9,186.7,68.4,56.7,3252,152,3.7,3.52,21.0,95,4150,28,33,17950.0,0.6209150326797386,33.875,30.5,0.0467260989855518,724074.876,0.5779325120514195,9.79540110267107,0,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
118,0,108.0,186.7,68.3,56.0,3130,134,3.61,3.21,7.0,142,5600,18,24,18150.0,1.0518518518518518,21.888111888111887,21.0,0.04279782816991377,714090.1599999999,0.578468130690948,9.806480934593978,0,1,0,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
119,1,93.7,157.3,63.8,50.8,1918,90,2.97,3.23,9.4,68,5500,37,41,5572.0,0.7472527472527473,27.797101449275363,39.0,0.04689942678478374,509815.59199999995,0.5956770502225047,8.625688787569537,0,0,1,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
120,1,93.7,157.3,63.8,50.8,2128,98,3.03,3.39,7.6,102,5500,24,30,7957.0,1.0303030303030303,20.660194174757283,27.0,0.046031000469704084,509815.59199999995,0.5956770502225047,8.981932990986873,0,0,0,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
121,1,93.7,157.3,63.8,50.6,1967,90,2.97,3.23,9.4,68,5500,31,38,6229.0,0.7472527472527473,28.507246376811594,34.5,0.04573170731707317,507808.444,0.5956770502225047,8.737131611781498,0,0,1,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
122,1,93.7,167.3,63.8,50.8,1989,90,2.97,3.23,9.4,68,5500,31,38,6692.0,0.7472527472527473,28.82608695652174,34.5,0.04522613065326633,542225.992,0.5600717274357442,8.808817483100642,0,0,1,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
123,1,93.7,167.3,63.8,50.8,2191,98,2.97,3.23,9.4,68,5500,31,38,7609.0,0.6868686868686869,31.753623188405797,34.5,0.04470802919708029,542225.992,0.5600717274357442,8.937218450855731,0,0,1,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
124,-1,103.3,174.6,64.6,59.8,2535,122,3.35,3.46,8.5,88,5000,24,30,8921.0,0.7154471544715447,28.48314606741573,27.0,0.04810725552050473,674493.7679999998,0.5916380297823597,9.09627541568821,0,0,0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
125,3,95.9,173.2,66.3,50.2,2818,156,3.59,3.86,7.0,145,5000,19,24,12764.0,0.9235668789808917,19.301369863013697,21.5,0.05533877261440227,576454.632,0.5536951501154735,9.454462329675584,0,1,0,True,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
126,3,94.5,168.9,68.3,50.2,2778,151,3.94,3.11,9.5,143,5500,19,27,22018.0,0.9407894736842105,19.291666666666668,23.0,0.05433609211946743,579100.6740000001,0.5595026642984015,9.999660995984785,1,1,0,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
127,3,89.5,168.9,65.0,51.6,2756,194,3.74,2.9,9.5,207,5900,17,25,32528.0,1.0615384615384615,13.25,21.0,0.07036634022488211,566490.6,0.5298993487270575,10.389887278140291,1,1,0,True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
128,3,89.5,168.9,65.0,51.6,2756,194,3.74,2.9,9.5,207,5900,17,25,34028.0,1.0615384615384615,13.25,21.0,0.07036634022488211,566490.6,0.5298993487270575,10.434968381227153,1,1,0,True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
129,3,89.5,168.9,65.0,51.6,2800,194,3.74,2.9,9.5,207,5900,17,25,37028.0,1.0615384615384615,13.461538461538462,21.0,0.06926097822206355,566490.6,0.5298993487270575,10.519456668412039,1,1,0,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
130,1,98.4,175.7,72.3,50.5,3366,203,3.94,3.11,10.0,288,5750,17,28,31400.5,1.411764705882353,11.647058823529411,22.5,0.060291060291060294,641507.0549999999,0.560045532157086,10.354610941455999,1,1,0,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
131,0,96.1,181.5,66.5,55.2,2579,132,3.46,3.9,8.7,90,5100,23,31,9295.0,0.6766917293233082,28.34065934065934,27.0,0.05116279069767442,666250.2000000001,0.5294765840220386,9.137339479091693,0,0,0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
132,2,96.1,176.8,66.6,50.5,2460,132,3.46,3.9,8.7,90,5100,23,31,9895.0,0.6766917293233082,27.032967032967033,27.0,0.053636733035351485,594631.44,0.543552036199095,9.199885914072324,0,0,0,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
133,3,99.1,186.6,66.5,56.1,2658,121,3.54,3.07,9.31,110,5250,21,28,11850.0,0.9016393442622951,23.945945945945947,24.5,0.04550582925911997,696139.29,0.5310825294748124,9.380167531188448,0,0,0,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
134,2,99.1,186.6,66.5,56.1,2695,121,3.54,3.07,9.3,110,5250,21,28,12170.0,0.9016393442622951,24.27927927927928,24.5,0.0448813056379822,696139.29,0.5310825294748124,9.406811351874557,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
135,3,99.1,186.6,66.5,56.1,2707,121,2.54,2.07,9.3,110,5250,21,28,15040.0,0.9016393442622951,24.38738738738739,24.5,0.044682422451994094,696139.29,0.5310825294748124,9.618535084655214,0,0,0,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
136,2,99.1,186.6,66.5,56.1,2758,121,3.54,3.07,9.3,110,5250,21,28,15510.0,0.9016393442622951,24.846846846846848,24.5,0.04385646973541138,696139.29,0.5310825294748124,9.64930472862475,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
137,3,99.1,186.6,66.5,56.1,2808,121,3.54,3.07,9.0,160,5500,19,26,18150.0,1.3114754098360655,17.440993788819874,22.5,0.04307582769668921,696139.29,0.5310825294748124,9.806480934593978,0,1,0,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
138,2,99.1,186.6,66.5,56.1,2847,121,3.54,3.07,9.0,160,5500,19,26,18620.0,1.3114754098360655,17.683229813664596,22.5,0.042485955056179775,696139.29,0.5310825294748124,9.832045255081763,0,1,0,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
139,2,93.7,156.9,63.4,53.7,2050,97,3.62,2.36,9.0,69,4900,31,36,5118.0,0.7040816326530612,29.285714285714285,33.5,0.04729400292540224,534178.6020000001,0.5971956660293181,8.540714386457584,0,0,1,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
140,2,93.7,157.9,63.6,53.7,2120,108,3.62,2.64,8.7,73,4400,26,31,7053.0,0.6697247706422018,28.64864864864865,28.5,0.05091937765205092,539279.028,0.5934135528815706,8.861350110795998,0,0,0,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
141,2,93.3,157.3,63.8,55.7,2240,108,3.62,2.64,8.7,73,4400,26,31,7603.0,0.6697247706422018,30.27027027027027,28.5,0.04819277108433735,558990.718,0.593134138588684,8.93642970360832,0,0,0,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
142,0,97.2,172.0,65.4,52.5,2145,108,3.62,2.64,9.5,82,4800,32,37,7126.0,0.7522935779816514,25.843373493975903,34.5,0.05032618825722274,590562.0,0.5651162790697675,8.871645667501872,0,0,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
143,0,97.2,172.0,65.4,52.5,2190,108,3.62,2.64,9.5,82,4400,28,33,7775.0,0.7522935779816514,26.3855421686747,30.5,0.0492925604746691,590562.0,0.5651162790697675,8.958797346140274,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
144,0,97.2,172.0,65.4,52.5,2340,108,3.62,2.64,9.0,94,5200,26,32,9960.0,0.8623853211009175,24.63157894736842,29.0,0.04613413071337035,590562.0,0.5651162790697675,9.206432747145165,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
145,0,97.0,172.0,65.4,54.3,2385,108,3.62,2.64,9.0,82,4800,24,25,9233.0,0.7522935779816514,28.734939759036145,24.5,0.04526404023470243,610809.8400000001,0.563953488372093,9.130647603066935,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
146,0,97.0,172.0,65.4,54.3,2510,108,3.62,2.64,7.7,111,4800,24,29,11259.0,1.018348623853211,22.410714285714285,26.5,0.043010752688172046,610809.8400000001,0.563953488372093,9.329011901693681,0,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
147,0,97.0,173.5,65.4,53.0,2290,108,3.62,2.64,9.0,82,4800,28,32,7463.0,0.7522935779816514,27.59036144578313,30.0,0.04714098646879092,601385.7000000001,0.5590778097982709,8.91784674252718,0,0,0,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
148,0,97.0,173.5,65.4,53.0,2455,108,3.62,2.64,9.0,94,5200,25,31,10198.0,0.8623853211009175,25.842105263157894,28.0,0.043973941368078175,601385.7000000001,0.5590778097982709,9.230044955250518,0,0,0,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
149,0,96.9,173.6,65.4,54.9,2420,108,3.62,2.64,9.0,82,4800,23,29,8013.0,0.7522935779816514,29.156626506024097,26.0,0.04460966542750929,623303.856,0.5581797235023042,8.98894529119609,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
150,0,96.9,173.6,65.4,54.9,2650,108,3.62,2.64,7.7,111,4800,23,23,11694.0,1.018348623853211,23.660714285714285,23.0,0.04073934364390796,623303.856,0.5581797235023042,9.36691667901828,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
151,1,95.7,158.7,63.6,54.5,1985,92,3.05,3.03,9.0,62,4800,35,39,5348.0,0.6666666666666666,31.50793650793651,37.0,0.04632426988922457,550085.94,0.6030245746691872,8.58466490653125,0,0,1,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
152,1,95.7,158.7,63.6,54.5,2040,92,3.05,3.03,9.0,62,4800,31,38,6338.0,0.6666666666666666,32.38095238095238,34.5,0.04507594316511514,550085.94,0.6030245746691872,8.754476306284166,0,0,1,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
153,1,95.7,158.7,63.6,54.5,2015,92,3.05,3.03,9.0,62,4800,31,38,6488.0,0.6666666666666666,31.984126984126984,34.5,0.04563492063492063,550085.94,0.6030245746691872,8.77786371462117,0,0,1,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
154,0,95.7,169.7,63.6,59.1,2280,92,3.05,3.03,9.0,62,4800,31,37,6918.0,0.6666666666666666,36.19047619047619,34.0,0.040333187198597104,637861.572,0.5639363582793165,8.842026529498812,0,0,1,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
155,0,95.7,169.7,63.6,59.1,2290,92,3.05,3.03,9.0,62,4800,27,32,7898.0,0.6666666666666666,36.34920634920635,29.5,0.04015713662156264,637861.572,0.5639363582793165,8.97449144816442,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
156,0,95.7,169.7,63.6,59.1,3110,92,3.05,3.03,9.0,62,4800,27,32,8778.0,0.6666666666666666,49.36507936507937,29.5,0.029572484731597556,637861.572,0.5639363582793165,9.080117784926209,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
157,0,95.7,166.3,64.4,53.0,2081,98,3.19,3.03,9.0,70,4800,30,37,6938.0,0.7070707070707071,29.309859154929576,33.5,0.04707012487992315,567615.16,0.5754660252555622,8.844912950899548,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
158,0,95.7,166.3,64.4,52.8,2109,98,3.19,3.03,9.0,70,4800,30,37,7198.0,0.7070707070707071,29.704225352112676,33.5,0.046445497630331754,565473.216,0.5754660252555622,8.881697406469304,0,0,0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
159,0,95.7,166.3,64.4,53.0,2275,110,3.27,3.35,22.5,56,4500,34,36,7898.0,0.5045045045045045,39.91228070175438,35.0,0.048330404217926184,567615.16,0.5754660252555622,8.97449144816442,0,0,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
